Complaint ,Company_Type,Label,
شركة ناقل شحنه رقم 282631788 - الرجاء تغيير العنوان : إلى جدة .. ارجوكم :(,شركة شحن,اخرى,
بقدم شكوى على شركة الشحن طلبيتي استلامها من اسبوع الى الان ما سلموها كل يوم يجدولونها على اليوم الثاني او يرسل المندوب اخر الليل مماطليني لهم اسبوع جدولوها على امس ولا طلعت من المستودع واليوم نفس الشي ابى حل معهم,شركة شحن,تأخير,
"@SaudiTransport
  
 
 @MCgovSA
 
 السلام عليكم 
 حاب اشتكي على شركة تأجير السيارات 
 @Shiftinc_KSA
  
 لي اكثر من شهر ونص وهما معطليني ومماطله ولا كانه فيه شي او فيه نظام يمنع المماطلات هذي ويحمي حق المستهلك.
 وكل مره الاسبوع الجاي بتنحل وعلى هذا الموال.
 ارجوا افادتي بالجهة المعنية لرفع الشكوى.",تأجير,تأخير,
نرجو حل مشكلتنا مع هذه الشركة السيئة ورقمها المغلق وعدم الرد على العملاء بالخاص وتأخير الشحنات,شركة شحن,تأخير,
تم التواصل مع فريق دعم تطبيق بولت وتم الرد بانه تم تعطيل الحساب عن طريق هيئة النقل,شركة توصيل,اخرى,
تأخير طويل في وصول سيارة أوبر مما تسبب في تأخري لموعد هام.,شركة توصيل,تأخير,
طلبت من بارنز وحاطين عرض التوصيل 9 ريال كحد ادنى للطلبات بمبلغ 49 ريال وانا طالبه 54 ريال لمن أتممت الطلب التوصيل طلع ب 17 ريال اتواصلت مع خدمة العملاء قالولي للاسف مانقدر نفيدك لان الموقع بعيد عن بيتك وانا حول بيتي 3 فروع وأكثر يعني كمان القهوة بتوصل بارده,شركة توصيل,مشاكل مالية,
"بالطايف اشوف الحافلات الترددية و حزت بخاطري انها فاضية و الشعب وانا اولهم باقي ماصارت عندنا ثقافة الحافلات الترددية ، جات لي فكرة 
 ليه ما نسوي تطبيق يكون فيه المواعيد مثل موعد وصول الحافلة يجيني اشعار و التوجهات من و الى ، ممكن راح نستوعب الثقافة 
 نحتاج وقت نستوعب
 
 @SaudiTransport",مركبات نقل,اخرى,
"@MCgovSA
  
 @SaudiTransport
  يجب أن تتدخلو لنظر في شكاوينا المملكه حفظها الله متجهه إلى قفزه نوعية و 
 @iMile_KSA
  لا تواكب هذا التطور الي نفتخر به لا يرون على الاتصال مندوبهم لا يعرف عربي ولا انقليزي و غير محترم",شركة شحن,سوء تعامل,
"لليوم ?? ومازلتم تواصلون الاهمال 
 
 @SaudiTransport",غير محدد,سوء تعامل,
"@TGA_CARE
  
 @Saudi_TGA
  صباح الخير الهيئة العامة للنقل ابي اشتكي أرامكس 
 @Aramex_KSA
  كيف الطريقة ؟",شركة شحن,استفسار,
"افشل تطبيق ما يتجاوبون ولا يردون على الاتصالات ولا الايميل ولا حتى الواتس ويسحبون من حسابك اكثر من قيمة الرحلة عيني عينك وحتى الجهات الحكومية اللي مفروض تكون مرجعية ما يتجاوبون وسيتم الرفع لجهات اكبر 
 @Saudi_TGA",شركة توصيل,مشاكل مالية,
"@SaudiTransport
  
 @MCgovSA
  
 @mcgovsa_care
  
 السلام عليكم ورحمة الله وبركاته 
  ياليت تتم محاسبتهم على الاهمال ومحاسبة المسؤل عن ترتيب الشحنات وارسالها وحتى مناديبهم 
 رفعت شكوى ولم تتم حل المشكله 
 المندوب رافض يوصل الطلب ويقول المندوب الي قبلي كان في موقعك ليش ما وصلها واشتكي .",شركة شحن,سوء تعامل,
"حرصًا على تكامل الخدمات المقدمة في منظومة النقل والخدمات اللوجستية، يستقبل مركز خدمة المستفيدين الطلبات التي لم يتم معالجتها من قبل قطاعات المنظومة.",منصات حكومية لوجستية,اخرى,
"هل من المعقول أن شحنة لي مع فيدكس من شهرين ماعليها أي تحديث مع أن لي فوق العشرين مكالمة معهم عشان يفيدوني؟ وهل من المعقول أن شركة الشحن ماتزود بالبيان الجمركي؟ 
 
 
 @Saudi_TGA
 
 
 @TGA_CARE
  
 
 
 @SaudiTransport
  
 
 @MoTLS19955",شركة شحن,تأخير,
"تم رفض تسليم الطلبية من تطبيق هنقرستيشن بدون سبب مقنع، ولم يتم تقديم حلاً مناسبًا من الشركة.",شركة توصيل,سوء تعامل,
"صبر بس راح يسمحون للاجانب يشتغلون بالتوصيل، ابناء البلد دايم محاربين برزقهم",شركة توصيل,اخرى,
"ما شاء الله حريص على توصيل الطلب
 عندنا يرسل لك مندوب مخالف لنظام العمل يقول لك أنا جنب المحكمة وطلبك عندي وانا موجود لين المغرب
 بادر باستلام طلبك قبل إرجاعه
 تروح تلقى طلبك تحت الشمس في سيارة خاصة
 تشتكي 
 @SaudiTransport
  وزارة النقل يقول لك قدم شكوى للشركة الناقلة
 ويا ليل ما اطولك",شركة شحن,سوء تعامل,
"@MOISaudiArabia
  
 @SaudiTransport
  
 @MCgovSA
  
 @nazaha_gov_sa
  
 
 عندما اجد الاجنبي يعمل في تطبيقات النقل بإسم سعودى 
 والتطبيقات صامته 
 و لاحسيب ولارقيب
 وغيرها من الاعمال
 
 وانا المواطن اعمل وفق الأنظمة والقوانين 
 
 بدات أفكر في مخالفة النظام واوافرجهد وأكسب مال اكثر",شركة توصيل,مخالفة انظمة,
"السلام عليكم ورحمة الله وبركاته 
 لو تكرمتم.
 يتم تداول هذه الصوره على إنه يتم مخالفة الشاحنات المنقولة عبر الرصد الالي.. هل هذا صحيح",مركبات نقل,استفسار,
"@TGA_CARE
  ترا 
 @HungerStation
  جايبين العيد بالطلبات تابعو ردود الناس عليهم",شركة توصيل,سوء تعامل,
"كأول مشروع في المملكة يتضمن حافلات كهربائية صديقة للبيئة وبنسبة 25%..
 سمو أمير منطقة تبوك يرعى توقيع عقد مشروع النقل العام بالحافلات.
 
 #الهيئة_العامة_للنقل_TGA",مركبات نقل,اخرى,
"@SPL_CARE
  لتغيير رقم جوال المنشأة في سبل لازم انتظر على الجوال الى ان يتم التواصل معي والان اكثر من 4 ايام ولم يتم التواصل معي ارجو حل الموضوع 
 1004883640 رقم الطلب
 
 
 @SPL_KSA_online
  
 @McitGovSa
  
 @aalswaha",شركة شحن,تأخير,
"@MoTLS19955
  الشركة المستلمة للصيانة طريق المدينة المنورة محافظة العلا لا تعمل صيانة لهذا الطريق ورفعت اكثر من شكوى عن طريق رقم الموحد ولا يوجد أي تفاعل أرجو النظر في هذا الطريق حيث فيه كثير من الحفريات والطريق متهالك",منصات حكومية لوجستية,سوء تعامل,
"معالي : 
 @SalehAlJasser
  
 سعادة : 
 @AhmedSAlhassan
  
 السادة : 
 @SaudiTransport
  
 
 هذا طريق رئيسي يربط طريق الهجرة بمحافظة #وادي_الفرع ، يعاني من تشققات ، وتكسير ، وحفر ، وضعف في وسائل السلامة ، على الرغم من مرور مئات المركبات معه يومياً من بينها مركبات الخدمات ، ويحتاج وقفه صارمة منكم",غير محدد,اخرى,
"@TGA_CARE
  
 @HungerStation
  تم منع حسابي في هنقرستيشن بدون سبب وبدون وجه حق رغم اني مشتركه بالتطبيق ويوميًا اطلب منهم ولما قرب ينتهي اشتراكي منعوني من الطلب اريد تقديم شكوى ضدهم واخذ حقي ترانا بالسعودية دولة حق ماراح يضيع حقي فاهمين!!!",شركة توصيل,سوء تعامل,
"@NaqelExpr
  
 يوم كامل انتظر الارسالية لان المندوب ارسل لي انه سيأتي ، وكلما تواصلت معه قال في الطريق ، ارسلت له الموقع للتأكيد إلا أنه للأسف لم يفي بوعده وأتمنى أن يوصلها يوم غد.",شركة شحن,تأخير,
"لي اكثر من اسبوع وشحنتي عندهم وكل يوم يتغير مندوب وللان ماوصلتني ، يوميا اتواصل معهم ويتم الرد بأنه تم رفع طلب توصيل لكن محد تواصل معي اخر كم يوم ، الشحنة فيها ميكب وممكن انه يتلف مع التخزين وش الحل",شركة شحن,تأخير,
"@TGA_CARE
  هل من حق مندوب شركة الشحن الطلب من العميل الحضور الى موقع هو يختاره ويرفض ايصال الشحنة لموقع العميل المسجل
 
 @GFS_Care",شركة شحن,سوء تعامل,
"اسوأ تطبيق توصيل فالسعودية لايوجد خدمة عملاء.
 كتبت اسم مطعم قريب من مكان التوصيل حقي والاخوان حاطين لي ابعد فرع يبعد ?? كيلو، كلمت السواق يكنسل لي الطلب لان لايوجد خيار اكنسل الطلب ولم يتم الغاء الطلب حرام يخلون خيار توصيل ?? كيلو لم ينظروا حتى الى الى خطوتهم الكربونيه",شركة توصيل,سوء تعامل,
"وبعدين معاكم ومع الشحنات اللي ما تدرون وينها ؟ 
 
 إلى متى ؟",شركة شحن,فقدان,
"@Uber_KSA
  لوسمحتي انا طلبت اوبر وجاني كابتن وكل مره يحط PINخطأ ومشى هو ووداني الرحله 
 تفاجأت جاني كابتن ثاني! واخذتو مني رسوم رحلتين ورسوم الغاء!!!! 
 مو منطقي الحركه ذي ولا فيه تواصل بخدمة العملاء بالتطبيق ارجو التواصل والتجاوب والحل !!!!!!! 
 @Saudi_TGA",شركة توصيل,مشاكل مالية,
"@Saudi_TGA
  هيئة النقل شوفو حل مع ناقل مو راضين يجيبون شحنتي و قاعدين يكذبون علي كل شوي",شركة شحن,تأخير,
ايش الحل مع شركات التوصيل دافع رسوم التوصيل والمندوب رافض يوصل الطلب لي يقول تعال لي,شركة شحن,سوء تعامل,
"شركة التوصيل هذي لي يومين ابي ارفع شكوى ضد مندوبهم بسبب عدم توصيل الطلبيه وهي معه و ادق عليه يقفل بوجهي دايم و ما يعطيني اجابه واضحه كل يوم يقول بكره غير عن اسلوبه الفض! وهم ما يردون على الشكاوي ولا يردون على اي وسيله لخدمة العملاء ! ، طلبياتنا بفلوس ماهي ببلاش!",شركة شحن,سوء تعامل,
ذا كلام المندوب واذا تواصلت مع الشركة يبلغوني انه تم رفع شكوى ولا يوجد حل للتسيب واللعب على الاوادم,شركة شحن,سوء تعامل,
طيب ببلغ على اجنبي مايعرف يسوق ويشتغل بالتوصيل,شركة توصيل,مخالفة انظمة,
ابي اسجل بمنصه وصل كيف الطريقه انا كابتن بوصليني,شركة توصيل,استفسار,
شحنتي وينها من يوم ?? وانتم لاعبين فيني والحل يعني,شركة شحن,تأخير,
"تعزيزًا للتكامل بين مراكز خدمة المستفيدين بمنظومة النقل والخدمات اللوجستية، استقبل مركز خدمة المستفيدين أكثر من 22 ألف استفسار وطلب واقتراح عبر قنوات التواصل الرسمية، خلال النصف الأول لعام 2024م.",منصات حكومية لوجستية,اخرى,
"تأخرت رحلتي مع تطبيق جيني لمدة أكثر من ساعتين دون أي تفسير مقنع أو اعتذار من الشركة، مما أثر سلبًا على خططي.",شركة توصيل,تأخير,
"السلام عليكم 
 لوسمحتو عندي مشكله مع شركة شحن",شركة شحن,استفسار,
رفعت شكوى ع شركة جاهز ورديتوا علي انكم تواصلتوا معهم وبيرجعون المبلغ خلال 15 يوم عمل راح اكثر من 27 يوم عمل ولا رجع المبلغ ولا تواصلوا معي جاهز,شركة توصيل,مشاكل مالية,
طلبت طلبيه من نهاية شبعان كل يوم يدق علي مندوب ولا يوصل الطلبيه حقي أرجو منكم الرد وهذا رقم الطبيه حقي 277313281,شركة شحن,تأخير,
"السلام عليكم، ناقل لي عندهم طلبية والمندوب مايوصل ولا يرد وخدمة العملاء ماترد",شركة شحن,سوء تعامل,
"هل تم إلغاء استخدام العنوان المختصر في توصيل الشحنات؟
 لم اجد شركة اوصلت شحنة لي تستخدم العنوان المختصر
 كلهم .. ارسل رابط الموقع . ارسل رابط الموقع 
 واذا ارسلت لهم العنوان المختصر المكتوب بعنوان الشحن ...
  لا تصل الشحنة . يطنشونك نهائي . ولا يعترفون فيك ويتم إرجاع الشحنة للبائع",شركة شحن,سوء تعامل,
يوجد بطء وتأخر في انجاز اجزاء من المشروع اهمال جانب فتح المخارج بعد الانتهاء من تنفيذها,منصات حكومية لوجستية,تأخير,
"تمت مشاركة المطلوب في حينه معكم وللاسف تكرر منكم نفس اللامبلاة ولابد نشتكى على 
 
 @MoTLS19955
  وكذلك 
 @SaudiTransport
  عشان يطلعون حقوقنا",غير محدد,سوء تعامل,
"معالي وزير النقل والخدمات اللوجستية:
 إن انعقاد #المنتدى_العالمي_للمدن_الذكية يعد مؤشراً على الحضور الكبير الذي تعيشه المملكة في كافة المحافل
 #حياة_أجود",منصات حكومية لوجستية,اخرى,
  اي اقرب وقت وانتم صار لكم ? ساعات مارديتوا على الخاص!,غير محدد,تأخير,
"عطيكم العافيه عندي طلبيه مختار موقع الاستلام التميمي حي القصور، ووقت الاستلام بلغوني بانه تم الغاء العقد مع ارامكس من قبل اكثر من اسبوعين والان الشحنه في الخالديه وهذا الشي انا ما اخترته وابغى الشحنه تجيني توصيل مابغى استلم من فرعكم في الخالديه لسوء اسلوب موظفينكم",شركة شحن,سوء تعامل,
"@Ninjaappksa
  مشغلينا اعلانات على توصيل المطاعم صيروا قد اعلاناتكم 
 اطلب ويخصم المبلغ ولا يتم قبول الطلب .. وخدمة العملاء ماترد !! 
 
 نص ساعه بانتظار قبول المطعم 
 الغوه ورجعوا الفلوس 
 
 @CST_KSA",شركة توصيل,تأخير,
شحنتي صار لها 3 ايام وصلت الدمام وارمكس ما وصلتها,شركة شحن,تأخير,
"@Ninjaappksa
  
 @Saudi_TGA
  ياسعادة الوزير هذا التطبيق لايحترم العميل ويأخذ الفلوس ولا يرجعه لعميل شوف لنا حل معهم",شركة توصيل,مشاكل مالية,
"كاتبين الحد الأدني للطلب ?? ريال يكون التوصيل ب ? ريال 
 طلبي تعدا الحد الاداني ليش حاطين التوصيل بـ??
 هل هي عروض وهميه!!!!!!؟؟؟؟؟",شركة توصيل,مشاكل مالية,
"لقد تم تحميل رسوم زائدة على فاتورة رحلتي مع جيني دون سبب واضح، ولا يوجد تفسير مناسب من الشركة.",شركة توصيل,مشاكل مالية,
عندي استفسار التطبيق اللي يحط عباره توصيل الطلبات خلال ?? دقيقه وبكل اعلان يقول نفس الجمله واذا طلبت منه دايم التوصيل يتأخر وش المفروض يكون الاجراء ؟ مو هذا يعتبر تدليس وغش لما يضمنون الدفع يسحبون عليك واذا كلمت خدمه العملاء ردهم نعتذر ! وش استفيد من الاعتذار,شركة توصيل,تأخير,
"تم تأخير وصول السائق المخصص من تطبيق كريم لأكثر من ساعة، مما تسبب في تأخري لموعدي العمل المهم.",شركة توصيل,تأخير,
"@SaudiTransport
  
 
 @nazaha_gov_sa
  
 
 @NTSC_KSA
  
 
 أحب اعرفكم على بولت 
 سعودي رافض صورته يقول مو انت 
 
 بينما المتستر بأسم ابراهيم قابله 
 سؤال كيف قدر يمرر مسح الوجه ؟!",شركة توصيل,مخالفة انظمة,
تستر المواطن السعودي على العامل الاجنبي سوى على كفالته او بمقابل مالي من اسباب انتشار الظاهره,شركة توصيل,مخالفة انظمة,
"شحنتي عطور مشحونه عن طريق سمسا مرت 5 مدن سعودية عن طريق الخطا وخلال 7 ايام مع العلم ان العنوان واضح والمتجر داخل السعودية . 
 اطلب تعويض لان العطور تلفت بالحر. 
 رقم الشكوى لدي شركة النقل : 4506990
 
 @smsacare
  
 
 @SMSA
  
 
 @TGA_CARE
  
 
 @Saudi_TGA",شركة شحن,تأخير,
"@TGA_CARE
  
 @BoltDriverSA
 
 هل هذا يعقل شركة بكبره تسوي حظر لعملائه بتوتر",شركة توصيل,سوء تعامل,
"@CareemKSA
  يعني ايش اطلب سيارة من عندكم وتوصل السيارة والشخص اللي فيها أجنبي ومختلف وماهو الشخص السعودي اللي موجود اسمه وصورته في التطبيق انتوا ما تتابعون السيارات المسجلة عندكم ؟ سلامة الناس تعني لكم شئ ؟ 
 
 @MOISaudiArabia
  
 @SaudiTransport
  
 
 @mcgovsa_care
  
 
 @nazaha_gov_sa",شركة توصيل,مخالفة انظمة,
"ايش الفايدة اني افع حق التوصيل
 وبعدين ادفع حق البنزين
 واروح لكم مدينة ثاني لفرعكم
 
 باقي وجهه اخيره ما وصلتوها تحت ..
 والله لن اذهب لفرعكم في مدينة ثانية وفي الفاتورة ندفع حق التوصيل.
 تبغون ادفع حق التوصيل وحق البنزين!!!!!!!!!؟",شركة شحن,مشاكل مالية,
"تم رفض تسليم الطلبية من تطبيق هنقرستيشن دون سبب مقنع، مما تسبب في إضاعة وقتي وتأخير وجبتي.",شركة توصيل,تأخير,
"ياخي مايصير اوبر وبولت وكيان يرفضون سيارتي افيو ٢٠١٧ مو القرار من مديل ٢٠١٥ شفو لنا حل ياوزارة النقل التطبيقات متطبق قراركم ياخي بترزق الله ومانعين سيارتي تدخل وانا سيارتي ماشاءالله جديده ونظيفه 
 @SaudiTransport
  
 @Kaiian_KSA
  
 @BaderAljeathen
  
 @Uber_KSA
  
 @Boltksa",شركة توصيل,سوء تعامل,
"@jtexpressme
  
 تعامل زي الزفت ادفع حق البوليصه كتاجر وتمر ٣ ايام ولا مندوب ولا احد يتواصل معاي !!! ليش تخسرونا!!!!",شركة شحن,مشاكل مالية,
"الغريب أنه حتى مافيه خيار تقديم شكوى عند شركة النقل التعيسة هذي 
 @Aramex_KSA
  
 لا في رقم 800 ولا في موقعهم
 والنظام يطلب منك لتصعيد الشكوى ان تقدم شكوى لدى الشركة. 
 
 @Saudi_TGA
  
 اذا كان هذا هو الاجراء؟ أليس من المفروض أن يكون خيار رفع الشكوى ظاهر وسهل وقابل للوصول بدون عناء؟",شركة شحن,سوء تعامل,
"@MoTLS19955
  السلام عليكم ودي اقدم شكوى ضد مكتب تأجير سيارات ( شركة عربة النور ) لعدم اعطائي الفاتوره الضريبية بعد إرجاع السياره",تأجير,مخالفة انظمة,
"@SaudiTransport
  السلام عليكم التطبيق ذا جايبلي سائق غير محترم وتواصلت من العصر مافي اي استجابه ياريت تشوفون شغله معهم",شركة توصيل,سوء تعامل,
وزارة النقل يتم الرد و الكتابه انه تم الرد على الخاص ولكن يتم الرد برسالة إلكترونية ولا لها اي فائدة ولا يتم التعامل مع مواضيعنا و ان كانت ? ريال ليست من حقكم اخذها اريد استرجاعها,منصات حكومية لوجستية,مشاكل مالية,
"اقسم بالله الشركة الوحدة الى اعاني منها
 كل شركات الشحن توصل الشحنات و مناديبهم محترمين 
 ارامكس - سمسا - ناقل - GFS - DHL - نون - امازون
 
 ماعدا #ايمايل نعاني من المناديب
 مايوصل الشحنة
 مايرد واتساب
 مايرد اتصال
 يرسل اول مايستلم الشحنة من المستودع يرسل ثم ماعاد يرد
 يماطل",شركة شحن,سوء تعامل,
"السلام عليكم ورحمه الله وبركاته
 المركبة بكب نصف نقل هل يشملها الرصد الالي 
 نرجو التوضيح وشكرا لكم",مركبات نقل,استفسار,
"ياليت على الواقع يا هيئة النقل خدمتكم كما تكتبون لكن مع الأسف تكتبون خلاف ما تفعلون 
 
 
 @Saudi_TGA",منصات حكومية لوجستية,سوء تعامل,
ياارمكس خافو الله طلبيتي من 1 أبريل لين اليوم وماارسلتوها,شركة شحن,تأخير,
"حسبي الله على مناديب #شركة_سمسا #سمسا عندهم لي شحنة والمندوب يماطل بالتوصيل واني انا ما رديت عليه خلال يومين ! الله لايوفقه والشركة ماعندهم اي احترافية بالعمل 
 @SMSA
  ومافيه رقم للتواصل مع المندوب واصلا ماوصلني منه اي اتصال واتحداه يثبت 
 @SaudiTransport",شركة شحن,تأخير,
"تم تسليم طرد متضرر وغير صالح للاستخدام من قبل تطبيق مرسول، ولا يوجد مسار واضح لتقديم شكوى واسترداد.",شركة شحن,سوء تعامل,
"السلام عليكم ورحمةالله
 الى متى نعاني من مندوبين التوصيل رغم انا ندفع لتوصيل الطلبية 
 يتواصل معانا مندوب التوصيل
  انا متواجد في المكان الفلاني تعال خذ طلبيتك وفوق هذا اذا كنت بتدفع عشان استلام الطلبية يفيدك بعدم وجود شبكة
 
 @mcgovsa_care
  
 
 @TGA_CARE
 
 
 @NaqelCare
  
 
 @AmazonKSA",شركة شحن,سوء تعامل,
"خدمات شحن سريعة تربط العالم ببابك !..
 
 #GFS_Express",شركة شحن,اخرى,
تم استلام طرد متضرر ومكسور بشكل كبير من قبل شركة الشحن أرامكس دون تعويض عن الأضرار.,شركة شحن,سوء تعامل,
"السلام عليكم 
 عندي سياره تكسي نقل عام باسمي وابغي اصقط السياره نهائي وش الاجراء",شركة توصيل,استفسار,
"هذا تطبيق مرسول هذي ثاني مره يسوون هذي الحركه، يكتب في التطبيق التوصيل بـ5 بعد وضع المنتجات المطلوبه تكتشف ان سعر التوصيل اضعاف عن المذكور في الصفحه الرئيسيه
 
 المطعم المقصود بيت اللقيمات
 سعر التوصيل مكتوب 5 ريال ولكن ااخدعه توصلك بعد إرسال الطلب",شركة توصيل,مشاكل مالية,
واجب على الوزاره للنقل النظرر بالموضوع,منصات حكومية لوجستية,اخرى,
"
  تحية طيبة 
 هل انتم الجهة المسؤولة عن تطبيقات توصيل المطاعم وتطبيقات توصيل الركاب",منصات حكومية لوجستية,استفسار,
"@CST_KSA
  
 @noon_cares
  
 @noon
  ماقدرت اقدم شكوى لكم لان موظفين نون رفضو يرفعون لي شكوى بخصوص التوصيل تم التاكيد من قبلهم بان اذا تم الدفع زياده راح يوصل الطلب اليوم 
 اتفاجئ اليوم بان التوصيل بياخذ 3 ايام عمل 
 اتمنى منكم المساعده",شركة شحن,تأخير,
"تأخرت شحنتي لمدة طويلة جدًا دون أي توضيح من شركة سمسا، مما أثر سلبًا على جدولي اليومي وعملي.",شركة شحن,تأخير,
"معقول اني فقط أحجز رحله عن طريق تجربة ويتم سحب مني المبلغ واجبار الراكب والسائق على تحمل المشوار؟وفق ذلك مافيه خدمة عملاء ويسحب منك المبلغ ويجبر السائق على اكمال الرحله
 والغريب ان البنك يسمح لتطبيق بسحب المبلغ",شركة توصيل,مشاكل مالية,
"الاخوة الكرام بوزارة النقل 
 @SaudiTransport
  أريد تقديم شكوى ضد شركة ارامكس 
 @Aramex_KSA
  
 @Aramex
  اسبوع من العذاب لاستلام شحنه ولم يتم استلامها إلى الان
 خدمة عملاء فاشلة يوميا اتصالات وانتظار بال 30 و 40 دقيقة ولا فائدة وحتى المحادثات ساعتان من الانتظار بدون رد
 يتبع ..",شركة شحن,تأخير,
"تعرضت لتأخير كبير في استلام طرد من خدمة تويو، مما أثر سلبًا على خططي اليومية وترتيباتي.",شركة شحن,تأخير,
"طريق #عفيف_مهدالذهب كارثي كارثي بما تعنيه الكلمه وغير صالح للسفر 
 خافوا الله في ارواح الناس الطريق مهمل وبدون صيانه 
 خصوصا بمنتصف الطريق 
 
 
 @SaudiTransport
  
 @SalehAlJasser",منصات حكومية لوجستية,اخرى,
شوفو لنا حل معاهم شحناتنا مايبون يوصلونها ولا يردون علينا ولا هو ناوين يتجاوبونن,شركة شحن,تأخير,
"الاعزاء في 
 @CareemKSA
  
 @CareemCare
  
 '
 تكرر عند الطلب من تطبيقكم الكابتن المسجل سعودي الجنسية وعند وصول السيارة نفسها يكون عامل أجنبي مخالف للاسم المسجل والصورة وهالشيء تكرر وعندي ما يثبت 
 '
 هل هذا الشيء نظامي وقانوني ؟ 
 @SaudiTransport",شركة توصيل,مخالفة انظمة,
"تعرضت لتأخير كبير في توصيل الطلبية من تطبيق مرسول، مما تسبب في تأثير سلبي على تجربتي كمستهلك.",شركة توصيل,تأخير,
وش صار معك هل تم التجاوب ؟ نفس مشكلتي لان الشركة سمسا,شركة شحن,استفسار,
"#صباح_الخير_والسعاده_للجميع
 تكفّون وصلوا صوتي 
 كل يوم نفس الرد في تويتر وإلا بالاتصال والموضوع أصلا خمس دقائق ماياخذ عطلو مصالحي 
 @SaudiTransport
  
 @MCgovSA
  
 @SAMA_GOV
  
 @YeloDrive",شركة توصيل,سوء تعامل,
ارمكس رقمهم مفصول ولا نقدر نتواصل مع خدمة العملاء .,شركة شحن,سوء تعامل,
"تم إلغاء رحلتي مع تطبيق أوبر بدون أي تنبيه مسبق أو تفسير مقنع، مما تسبب في إضاعة وقتي وإزعاجي الكبير.",شركة توصيل,سوء تعامل,
وش ذي الشركه الي ما فيها احد صاحي عندي طلب استرجاع لها اسبوعين عندي ويرسلون لي الشركه وما يجي المندوب احاول اقدم شكوا موقعهم زباله ومافي تجاوب,شركة شحن,تأخير,
"@TGA_CARE
  
 
 الاخوة في هيئة النقل
 هل خدمة تركيب اللوحة المعدنية للعنوان الوطني حصرية على SPL ؟ هل هناك بدائل اخرى خصوصا اننا نعاني من سوء خدمات SPL . طلبت الخدمة ودفعت وانتظرت ١٦ يوم بدون اي تواصل منهم وعند الاتصال بهم افادو بان الطلب ملغي! بدون اي اشعار للعميل او استرداد للمبلغ",شركة شحن,سوء تعامل,
" 
 
 @Uber_KSA
 
 
 @CareemKSA
 
 
 @SaudiTransport
 
 C321م",شركة توصيل,اخرى,
يجب منع تطبيقات توصيل الركاب من استغلال السائقين والتلاعب بحقوقهم يجب الزام الشركات بتحول حق السائق في مشوار الفيزا الى السائق مباشرة بعد الرحلة اما هذا الاستنزاف يتحول لك المبلغ بعد اسبوع هذا امر غير مقبول يجب ان تتدخل وزارة النقل ومنع هذا التلاعب,شركة توصيل,مشاكل مالية,
"لدي اقتراحات لوزير النقل قد يضاعف الدخل العام للدوله ويزيد من فرص العمل ويحد من الكثير من المشاكل اللوجستية للنقل البري ولم استطيع ايصال صوتي اليكم
 
 @SaudiVision2030",منصات حكومية لوجستية,اخرى,
"تأخرت رحلتي مع مرسول بسبب عدم التزام السائق بالمسار المحدد، مما أثر سلبًا على جدولي اليومي ومواعيدي.",شركة توصيل,سوء تعامل,
"اسوء تجاوب واسوء توصيل 
 مرسل شحنة عند طريق زاجل بتاريخ ????/??/? ثم استلموتها انتم برقم CRDSAL1207192624 
 والى الان لم تصل الشحنة لوجهتها المطلوب مايقارب شهر كامل !!!!!",شركة شحن,تأخير,
"@NAMSHI_KSA
  تعامل المندوب سئ جداً شركه جيتي له اسبوعين معاه طلبيتي ورافض يسلمها لي وتم رفع شكوى واارسلت شركة نمشي لي رصالع نصيه الساعه 5:22صباحاً رقم مندوب يوصل طلبي واتصل عليه قال صاحب الرقم انا ما اوصل واصلاً مو مندوب حاطين الرقم خطاء 
 وتجيني رساله الساعه 12 الليل انه تم",شركة شحن,سوء تعامل,
شركة تعبانه ومناديبهم يرفضون يسلمون لك الشحنة يحددون لهم موقع وانت بنفسك تجي تستلمها وش له يوم ندفع قيمة التوصيل وانتم ما توصلون بالله هذا منظر الزباين يجون عند المندوب ويتسلمون منه الطلبيه,شركة شحن,سوء تعامل,
السلام عليكم ورحمة الله وبركاته ابي اعرف وش الشركات اللي مشمولة بالدعم الحكومي لتوصيل الطلبات,شركة توصيل,استفسار,
السلام عليكم ياليت تشوفون لنا حل مع شركة أيمايل شحنتي لها 15يوم ولا زال التحديث بالتخليص الجمركي هذا استهتار بالعميل اتمنى يكون لكم وقفه مع هالشركه نبي شحناتنا ولا يلغونه ونشوف لنا مكان قاني نطلب منه .,شركة شحن,تأخير,
"السلام عليكم
 عندي شكوى على عامل التوصيل في كارفور دق علي وكنت اصلي ولاانتظر عشر دقايق وراح وما وصليني طلبي ولما رجعت اتصلت فيه تكلم معي بلغته ومدري وش قال وقفل
 وبالاخير ينلغى طلبي وانا دافعه على اي اساس؟
 هذا غير اني مافهمت كلامه هو يقول يفهمني او يهاوش!",شركة توصيل,سوء تعامل,
احتاج اعرف رقم المعامله فقط لاني مرسلها عن طريق البريد السعودي,شركة شحن,استفسار,
وش احسن تطبيق توصيل ذبايح بلدي او مستورد تعاملتوا معه؟,شركة توصيل,استفسار,
"@MoTLS19955
  السلام عليكم فيه شركة توصيل اسمها بوسطه شحنتي معهم لها اسبوع كلمني المندوب مره بعدها قفل ولا عاد اتصل وكل يوم يقولون بيوصولنها ولا احد يتصل علي",شركة توصيل,تأخير,
